loss_type,n,valid_Recall@5_mean,valid_Recall@5_std,valid_Recall@10_mean,valid_Recall@10_std,valid_Recall@20_mean,valid_Recall@20_std,valid_NDCG@5_mean,valid_NDCG@5_std,valid_NDCG@10_mean,valid_NDCG@10_std,valid_NDCG@20_mean,valid_NDCG@20_std,valid_MRR_mean,valid_MRR_std,final_valid_loss_mean,final_valid_loss_std,train_seconds_mean,train_seconds_std
anti_contrastive,30,0.00158,0.0012276695051165454,0.002473333333333333,0.0012945331559886843,0.004286666666666666,0.0014871248198739262,0.0010544964928370037,0.0009384085805450148,0.0013378757603462602,0.0009328833145721911,0.00179730468392978,0.000876350155509822,0.0014928432546501668,0.0008451449001484752,3.630547276726275,0.2277166386341711,103.46917250951131,1.0272471925572355
contrastive,30,0.007320000000000001,0.0017550714692196909,0.013033333333333336,0.0025505014156562175,0.020693333333333334,0.003688466023863498,0.004677669707992977,0.0012679805449237642,0.006503107732590843,0.0015068762399288954,0.008425596116660465,0.001765608526403725,0.005631586780472547,0.0013431336276269116,4.850414686943545,0.1143108463706164,103.35504152774811,0.8375145334558973
