loss_type,n,Independent Code Rate_mean,Independent Code Rate_std,Collision Rate_mean,Collision Rate_std,Number unique sids_mean,Number unique sids_std,Number collisions_mean,Number collisions_std,Number collided groups_mean,Number collided groups_std,Max Cluster size_mean,Max Cluster size_std,Mean code entropy_mean,Mean code entropy_std,Path Average Similarity_mean,Path Average Similarity_std,Eval total loss_mean,Eval total loss_std,epochs_trained_mean,epochs_trained_std,elapsed_seconds_mean,elapsed_seconds_std
anti_contrastive,10,0.7117428311709776,0.08892540317741486,0.2882571688290224,0.08892540317741487,8612.8,1076.0863038498971,3488.2,1076.0863038498971,1780.1,237.28063553522443,46.1,38.745465684530245,6.175494438409805,0.1998453319798481,0.8700746297836304,0.0338018838358526,0.03499739112617469,0.0028302043589338117,350.7,133.3816995609884,403.0083621740341,132.9496526158872
contrastive,10,0.9622097347326667,0.008575244005148459,0.037790265267333215,0.008575244005148462,11643.7,103.76902770630123,457.3,103.76902770630122,332.2,65.53675813363571,13.0,5.94418483337567,7.658539617061615,0.10404545528767929,0.9815696179866791,0.002464969632016016,0.00208049299343753,6.75809759592618e-05,403.2,65.99461257473135,459.96976404190065,67.9812365165701
